"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3012A60","부여1","2024/06/11","2회차","126°53'32.8""","36°16'32.6""","11:31","","22.3","11.8","3.1","6.6","2.174","0.065","3.2","10.6"
"3012A70","부여2","2024/06/11","2회차","126°56'56.1""","36°14'39.1""","11:10","","24.0","11.0","2.4","5.6","1.970","0.059","3.0","9.7"
"3012A80","성동","2024/06/11","2회차","127°0'12.73""","36°10'22.52""","10:13","","22.8","9.1","3.1","7.1","2.001","0.074","3.5","11.9"
"3014A30","양화","2024/06/11","2회차","126°52'24.13""","36°6'27.13""","10:40","","25.4","9.2","3.2","7.0","1.960","0.081","3.9","10.3"
"3201A10","당진천1","2024/06/12","1회차","126°37'28""","36°53'48.7""","10:45","","24.2","8.1","0.7","6.7","2.246","0.158","3.4","6.8"
"3201A20","당진천2","2024/06/12","1회차","126°37'45.6""","36°56'29.4""","12:08","","26.3","7.7","3.3","12.2","2.625","0.150","7.7","29.1"
"3202A60","도당천","2024/06/12","1회차","126°31'8.76""","36°44'8.16""","14:00","","28.7","8.8","3.0","11.6","2.129","0.060","6.8","13.8"
"3202A30","둔당천","2024/06/12","1회차","126°25'48.66""","36°45'39.39""","12:15","","26.1","6.4","4.4","12.6","2.829","0.164","8.2","9.5"
"3202A80","와룡천","2024/06/12","1회차","126°32'59""","36°36'1.1""","14:30","","31.0","12.3","4.9","10.5","2.000","0.120","6.1","20.2"
"3009A30","유등천1","2024/06/12","1회차","127°22'20.25""","36°14'58.74""","13:50","","30.2","13.7","1.5","3.8","0.604","0.021","2.3","3.7"
"3202A20","장검천","2024/06/12","1회차","126°23'23.64""","36°43'16.32""","12:00","","26.3","6.8","3.2","13.3","7.447","0.242","9.1","26.4"
"3202A50","청지천","2024/06/12","1회차","126°28'31.8""","36°46'4.08""","13:40","","30.2","7.8","3.8","11.0","2.307","0.063","8.0","18.8"
"3202A10","태안천","2024/06/12","1회차","126°19'43.38""","36°44'22.91""","11:30","","28.9","8.2","3.1","10.9","6.215","0.265","7.5","24.8"
"3014A10","강경","2024/06/13","1회차","127°0'23.9""","36°9'15.3""","13:10","","20.7","12.4","2.9","7.0","1.969","0.036","4.6","15.8"
"3014A50","금강갑문","2024/06/13","1회차","126°45'10.9""","36°0'52.4""","13:10","","25.4","8.9","2.2","7.8","1.897","0.046","5.5","9.1"
"3012A65","금천","2024/06/13","1회차","126°53'7.52""","36°14'53.49""","14:20","","26.3","10.7","5.2","13.2","1.547","0.091","10.1","20.0"
"3014A45","길산천2","2024/06/13","1회차","126°44'23.17""","36°2'41.9""","13:40","","27.4","7.1","4.6","14.0","2.572","0.059","9.4","20.0"
"3012A37","목면","2024/06/13","1회차","127°0'31.9""","36°23'3.6""","14:00","","19.4","13.5","3.3","6.7","1.971","0.035","5.3","15.2"
"3101A25","무한천2","2024/06/13","1회차","126°49'49.7""","36°43'59.2""","14:10","","30.4","11.3","4.2","9.8","1.639","0.081","6.2","17.4"
"3101A45","삼용천","2024/06/13","1회차","127°9'11.04""","36°47'52.98""","12:00","","27.1","8.1","1.5","5.3","4.095","0.366","3.0","4.4"
"3101A05","삽교천1","2024/06/13","1회차","126°43'52.1""","36°41'12.2""","11:23","","28.0","10.0","5.0","13.5","2.110","0.109","7.1","44.9"
"3101A10","삽교천2","2024/06/13","1회차","126°45'17.57""","36°44'9.85""","11:40","","27.3","8.7","4.6","13.4","2.041","0.202","7.3","45.0"
"3101A15","삽교천3","2024/06/13","1회차","126°48'53.6""","36°46'26.7""","11:56","","27.4","8.6","5.1","15.1","2.189","0.212","7.7","41.0"
"3012A77","석성천3","2024/06/13","1회차","126°59'47.88""","36°12'13.96""","10:30","","24.2","7.1","3.1","12.7","2.423","0.110","7.6","47.2"
"1101A20","성환천","2024/06/13","1회차","127°7'26.04""","36°57'11.16""","11:05","","28.8","12.2","9.6","14.4","2.568","0.183","8.2","33.6"
"3012A19","세종2","2024/06/13","1회차","127°11'46""","36°26'29.98""","12:20","","15.8","10.4","1.2","4.9","1.892","0.040","3.6","9.1"
"3101A55","온천천","2024/06/13","1회차","126°59'31.56""","36°47'45.24""","13:40","","28.2","5.6","5.6","13.1","2.801","0.288","10.0","9.4"
"3101A40","원성천","2024/06/13","1회차","127°9'11.88""","36°48'1.44""","12:00","","27.2","8.2","0.6","7.1","5.582","0.558","4.3","4.0"
"3012A35","유구천","2024/06/13","1회차","127°3'4.34""","36°28'5.61""","11:20","","27.9","9.8","2.2","6.2","0.832","0.056","3.8","12.4"
"1101A15","입장천","2024/06/13","1회차","127°8'23.28""","36°57'50.4""","10:55","","28.7","9.2","7.5","12.6","1.044","0.133","7.1","29.7"
"3012A53","정동","2024/06/13","1회차","126°55'23.9""","36°18'11.6""","13:30","","20.0","14.2","3.0","6.9","1.928","0.031","5.2","18.6"
"3012A25","정안천","2024/06/13","1회차","127°7'32.07""","36°28'17.16""","10:30","","22.7","7.5","1.5","7.0","2.145","0.088","4.4","12.4"
"3012A52","지천2","2024/06/13","1회차","126°54'48.92""","36°19'18.79""","12:30","","25.5","6.8","1.6","9.5","1.750","0.120","5.8","23.0"
"3101A35","천안천1","2024/06/13","1회차","127°8'46.27""","36°47'57.12""","12:05","","26.9","8.9","1.7","7.5","3.204","0.327","3.8","11.0"
"3101A50","천안천2","2024/06/13","1회차","127°6'48.36""","36°46'51.62""","13:20","","28.0","7.4","7.2","10.9","9.154","0.500","6.8","7.0"
"3013A50","논산천4","2024/06/13","2회차","127°0'38.2""","36°9'57.3""","12:20","","23.7","9.6","3.4","11.0","1.983","0.068","6.7","24.7"
"3004A05","부리","2024/06/14","1회차","127°35'36.86""","36°2'56.1""","10:40","","22.4","10.2","0.8","3.5","1.247","0.020","2.4","1.9"
"3004A40","제원2","2024/06/14","1회차","127°35'21.55""","36°6'59.03""","12:30","","26.6","9.3","0.7","3.5","1.032","0.008","2.5","2.5"
"3004A05","부리","2024/06/17","2회차","127°35'36.86""","36°2'56.1""","10:30","","21.9","9.2","0.5","3.6","1.221","0.008","2.6","1.8"
"3004A40","제원2","2024/06/17","2회차","127°35'21.55""","36°6'59.03""","12:20","","25.0","9.3","0.4","3.5","1.103","0.016","2.5","1.7"
"3012A20","공주1","2024/06/17","3회차","127°7'27.58""","36°27'59.19""","11:50","","17.5","11.2","2.3","5.7","2.197","0.053","4.2","14.5"
"3012A32","금강","2024/06/17","3회차","127°6'.1""","36°27'52.7""","10:30","","18.1","11.5","2.4","6.3","2.259","0.039","4.7","14.8"
"3012A42","부여","2024/06/17","3회차","126°56'39.9""","36°19'19.5""","10:10","","19.3","13.2","3.1","6.9","1.932","0.059","4.5","17.2"
"3013A80","강경천","2024/06/18","1회차","127°1'29.46""","36°9'44.46""","10:59","","27.9","6.2","2.7","13.7","3.321","0.148","9.2","16.8"
"3101A70","남원천","2024/06/18","2회차","126°46'35.94""","36°51'31.43""","10:50","","25.0","7.7","4.6","14.8","3.145","0.128","9.6","34.8"
"3009A30","유등천1","2024/06/18","2회차","127°22'20.25""","36°14'58.74""","09:50","","23.7","12.2","1.1","3.4","0.404","0.036","2.2","3.7"
"3014A10","강경","2024/06/19","2회차","127°0'23.9""","36°9'15.3""","12:50","","21.3","12.1","4.4","7.3","1.784","0.102","4.4","31.7"
"3014A50","금강갑문","2024/06/19","2회차","126°45'10.9""","36°0'52.4""","13:20","","26.0","9.5","2.3","6.8","1.540","0.056","5.2","8.3"
"3012A65","금천","2024/06/19","2회차","126°53'7.52""","36°14'53.49""","14:00","","22.7","14.1","6.0","11.3","1.775","0.112","6.8","33.3"
"3014A45","길산천2","2024/06/19","2회차","126°44'23.17""","36°2'41.9""","14:00","","26.4","7.7","5.4","14.7","1.874","0.108","9.6","22.0"
"3012A37","목면","2024/06/19","2회차","127°0'31.9""","36°23'3.6""","13:30","","19.6","13.9","3.1","7.5","1.843","0.085","4.7","13.6"
"3012A77","석성천3","2024/06/19","2회차","126°59'47.88""","36°12'13.96""","10:30","","24.5","6.8","3.5","13.9","1.886","0.196","8.3","38.0"
"3012A19","세종2","2024/06/19","2회차","127°11'46""","36°26'29.98""","12:20","","18.5","10.5","2.3","5.9","2.185","0.051","3.6","16.5"
"3012A35","유구천","2024/06/19","2회차","127°3'4.34""","36°28'5.61""","11:00","","27.3","13.8","3.9","6.7","0.556","0.121","4.6","18.3"
"3012A53","정동","2024/06/19","2회차","126°55'23.9""","36°18'11.6""","13:20","","19.6","14.4","4.0","7.1","1.939","0.046","4.7","17.6"
"3012A25","정안천","2024/06/19","2회차","127°7'32.07""","36°28'17.16""","10:10","","24.0","8.0","2.3","7.2","1.343","0.126","4.8","15.3"
"3012A52","지천2","2024/06/19","2회차","126°54'48.92""","36°19'18.79""","12:10","","25.9","7.5","2.3","9.6","1.412","0.160","6.1","19.5"
"3101A52","천안천3","2024/06/19","2회차","127°5'23""","36°46'30""","11:50","","28.0","9.0","6.9","10.9","6.187","0.440","6.8","10.3"
"3101A60","곡교천2","2024/06/19","3회차","126°56'2.2""","36°49'17.9""","10:40","","25.3","8.3","7.6","14.6","5.301","0.288","9.5","23.3"
"3012A30","곰나루","2024/06/19","3회차","127°6'39.64""","36°28'27.75""","12:02","","21.4","11.3","3.6","6.1","2.293","0.032","3.3","9.4"
"3012A40","공주2","2024/06/19","3회차","126°59'13.8""","36°20'31.3""","11:36","","21.7","11.9","3.4","6.9","2.072","0.034","3.2","14.5"
"3013A50","논산천4","2024/06/19","3회차","127°0'38.2""","36°9'57.3""","12:00","","21.6","11.0","3.9","9.4","1.795","0.131","6.7","20.7"
"3012A60","부여1","2024/06/19","3회차","126°53'32.8""","36°16'32.6""","11:20","","24.2","11.6","3.4","7.2","1.941","0.030","3.1","9.2"
"3012A70","부여2","2024/06/19","3회차","126°56'56.1""","36°14'39.1""","11:02","","25.2","11.6","4.2","7.5","1.959","0.040","3.2","11.2"
"3012A80","성동","2024/06/19","3회차","127°0'12.73""","36°10'22.52""","10:10","","24.3","11.8","4.2","8.2","1.838","0.047","3.3","12.5"
"3014A30","양화","2024/06/19","3회차","126°52'24.13""","36°6'27.13""","10:33","","26.4","9.4","2.8","7.2","1.760","0.058","3.8","8.8"
"3012A20","공주1","2024/06/24","4회차","127°7'27.58""","36°27'59.19""","13:00","","18.4","9.9","3.3","8.8","2.684","0.122","5.8","27.4"
"3012A32","금강","2024/06/24","4회차","127°6'.1""","36°27'52.7""","10:30","","19.0","10.2","2.6","7.4","2.476","0.111","5.6","13.0"
"3012A42","부여","2024/06/24","4회차","126°56'39.9""","36°19'19.5""","10:20","","23.2","9.8","3.4","9.1","2.222","0.082","5.5","17.0"
"3101A70","남원천","2024/06/25","3회차","126°46'35.94""","36°51'31.43""","11:00","","25.8","7.4","2.9","12.0","3.525","0.198","9.4","36.5"
"3004A05","부리","2024/06/25","3회차","127°35'36.86""","36°2'56.1""","10:30","","21.5","10.0","0.4","3.5","1.209","0.021","2.2","1.5"
"3004A40","제원2","2024/06/25","3회차","127°35'21.55""","36°6'59.03""","12:20","","24.1","9.6","1.0","3.6","1.115","0.018","2.4","2.1"
"3101A52","천안천3","2024/06/25","3회차","127°5'23""","36°46'30""","11:50","","27.1","6.9","8.3","10.0","5.872","0.488","7.1","9.0"
"3101A60","곡교천2","2024/06/25","4회차","126°56'2.2""","36°49'17.9""","10:40","","24.9","7.5","9.0","10.4","4.664","0.413","8.5","18.3"
"3012A30","곰나루","2024/06/25","4회차","127°6'39.64""","36°28'27.75""","12:11","","24.9","10.2","3.6","9.1","2.657","0.125","6.0","25.1"
"3012A40","공주2","2024/06/25","4회차","126°59'13.8""","36°20'31.3""","11:44","","24.6","12.0","5.0","10.6","1.986","0.090","5.3","15.5"
"3012A60","부여1","2024/06/25","4회차","126°53'32.8""","36°16'32.6""","11:24","","24.2","12.4","4.5","9.2","2.098","0.113","5.6","13.5"
"3012A70","부여2","2024/06/25","4회차","126°56'56.1""","36°14'39.1""","10:59","","23.8","12.2","5.3","8.9","1.914","0.068","4.2","13.6"
"3012A80","성동","2024/06/25","4회차","127°0'12.73""","36°10'22.52""","10:02","","24.6","9.4","4.6","11.4","2.173","0.108","5.7","13.0"
"3014A30","양화","2024/06/25","4회차","126°52'24.13""","36°6'27.13""","10:30","","25.0","9.4","2.8","8.1","1.588","0.077","3.8","8.4"
"3101A30","곡교천1","2024/06/26","1회차","127°7'36.85""","36°45'8.02""","11:50","","25.8","7.7","1.7","6.9","1.788","0.106","3.9","6.0"
"3009A30","유등천1","2024/06/26","3회차","127°22'20.25""","36°14'58.74""","09:30","","24.3","12.1","0.7","3.4","0.478","0.030","2.2","5.0"
"3014A10","강경","2024/06/27","3회차","127°0'23.9""","36°9'15.3""","12:40","","23.3","8.6","3.4","7.5","1.918","0.063","5.7","17.7"
"3014A50","금강갑문","2024/06/27","3회차","126°45'10.9""","36°0'52.4""","13:10","","25.3","9.4","2.3","7.2","1.502","0.072","6.4","17.8"
"3012A65","금천","2024/06/27","3회차","126°53'7.52""","36°14'53.49""","13:50","","25.7","9.2","4.3","13.7","1.694","0.086","10.5","28.3"
"3014A45","길산천2","2024/06/27","3회차","126°44'23.17""","36°2'41.9""","13:40","","25.4","6.6","4.2","17.0","2.660","0.114","12.5","29.7"
"3012A37","목면","2024/06/27","3회차","127°0'31.9""","36°23'3.6""","15:10","","24.3","14.6","4.6","9.5","1.891","0.081","7.2","19.3"
"3012A77","석성천3","2024/06/27","3회차","126°59'47.88""","36°12'13.96""","10:30","","24.6","6.5","2.8","11.7","2.117","0.118","7.8","36.3"
"3012A19","세종2","2024/06/27","3회차","127°11'46""","36°26'29.98""","13:40","","22.7","12.5","2.4","7.5","2.399","0.074","6.0","17.5"
"3012A35","유구천","2024/06/27","3회차","127°3'4.34""","36°28'5.61""","10:50","","26.0","11.0","3.2","7.1","1.035","0.060","5.2","9.2"
"3012A53","정동","2024/06/27","3회차","126°55'23.9""","36°18'11.6""","12:40","","25.2","12.0","5.3","9.4","2.066","0.068","6.6","19.0"
"3012A25","정안천","2024/06/27","3회차","127°7'32.07""","36°28'17.16""","10:00","","24.0","7.9","2.2","7.1","2.236","0.095","5.1","16.0"
"3012A52","지천2","2024/06/27","3회차","126°54'48.92""","36°19'18.79""","12:00","","24.6","8.6","3.3","9.3","1.826","0.096","6.7","22.0"
"3013A50","논산천4","2024/06/27","4회차","127°0'38.2""","36°9'57.3""","11:50","","25.3","7.2","3.2","9.3","1.982","0.112","6.7","21.0"
